reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3D42ZX96FA6EW,B001PGXKC8,Risenheart Consulting,"[0, 0]","for connecting pedals in tandem, got two of these three packs been using them for quite some time and not one has failed yet.  Nice value as well.",4.0,Great...,1340064000,"06 19, 2012"
A3DAURGJAL0Y0S,B0011WHG5S,"Marc LaBelle ""NevermoreFU""","[0, 0]","It sounds like it's Behringer.  Very fake, cheap sounding phaser, but it's all I need.  I got it mostly for that big airplane woosh, and running it in the loop, it does that fine.  The highs are kind of harsh, but if it is in front of the amp it can sound a little tame.",3.0,It's Behringer,1388880000,"01 5, 2014"
A3DPGV307X2498,B000N5YEDG,ixd735,"[0, 0]","Pros:-Price point-Good, clean audio quality when working.-Changeable mesh ballsCons:-Limited upper frequency response (&#62;8kHz)-One stopped working after about half an hour of use. It was not dropped or abused in any way.-Requires nearly direct line of sight between transmitter and receiver for any distance greater than 10 feet.",2.0,One stopped working,1400112000,"05 15, 2014"
A3DZBMO93FHKTH,B002HPMTZU,arleas,"[0, 0]","It's about the size of a credit card, and half as thick as a deck of cards.  It's fairly light and the plastic feels a bit cheap but it does the job it's supposed to do.  You can either play the notes to the built in mic or connect it directly via a guitar cable.  It has a switch to change between Bass and Guitar, and it accounts for the extra strings on 5 string basses or 7 string guitars.It also has a button to tune it down lower (5 half steps) so you can do some alternate tunings too.Lastly it has a button for &#34;Sound&#34; so that it produces a tone for you to tune something to manually.  The display is very fine and kinda hard to read, but it has lights above the LCD screen to show if it's flat, in tune or sharp, so you can focus on that if you have trouble.It comes with 2 AAA batteries.  I have no idea how long they'll last yet but I have some rechargeable batteries for use in it later.",5.0,A small but handy tuner,1402790400,"06 15, 2014"
A3E0CF25A7LD2,B000WN4J9S,WBowie,"[0, 0]",I bought this new Fender F neck plate to replace the plain one I had on one of my MIM Strats. but at this time I am not sure I like what I have done. It appears a little thinner than the original and just doesn't look as &#34;original&#34;.,3.0,"Fender ""F"" neckplate",1374364800,"07 21, 2013"
A3E7O9NSS47TE8,B005FKF1PY,Gustavo Posada,"[0, 0]",I Normally use my KORG foot-switch tuner for my guitar and basses... this guy really had me believing in small-vibration-tuning.Three key words for this: Accurate + Small + InBeat!,5.0,Very Impressive!,1388016000,"12 26, 2013"
A3EH9SDPD1FGEA,B002Q0WT6U,A. Baker,"[0, 0]","Bought this rosin to see how I would like it.  I have a very light hand on the bow, so I like a rosin that is on the aggressive side.  This is not.  Since all fiddlers have their own styles you have to deal with trial & error.",2.0,Nothing special,1387238400,"12 17, 2013"
A3EXWV8FNSSFL6,B007T8OGLK,Daniel G. Lebryk,"[8, 8]","For the price, this is an amazing pedal. The sound from a $40 pedal is outstanding, much better than I ever expected.The Voodoo is a fuzz pedal, meant to give a sort of Jimi Hendrix sound. This pedal creates fuzz and can raise a note an octave. Alone it does a decent job of transforming my guitar into something like Hendrix. I was able to hold a note for two minutes with this box, the sustain is big. All was not completely perfect, it might be me and the way I'm adjusting this, but I had a bit of trouble with feedback.From a sound standpoint, this is a great value and does a good job of fuzzing up my sound. Combined with Joyo's California, Hendrix is almost in the house. (Joyo JF-15 Guitar Effect Pedal California Sound True Bypass)I have a Boss ME-70 multi-effect pedal. This Joyo single effect pedal blows away my Boss pedal, I'm almost sad to say that. I don't have experience with other single effect pedals, so I can't make a comparison to those more costly pedals.I have a Marshall Amp and cabinet with 4 x 12 inch speakers. My guitar is a Gibson Les Paul 2008 Standard Plus.From a construction standpoint, these are remarkable for the price point. The whole thing has a good weight. The base has a dense skid resistant foam rubber on it. The box is a solid cast metal box, with a very heavy metal base. The bypass and octave up switches are solid and bolted tightly to the box. The 1/4 inch input and output jacks are really sweet - there is a metal insert that screws into the plastic internal jack. It looks to me like it would be very hard to break this jack - that outer ring is heavy duty. The pots look really good. For this pedal, they went with press on knobs. If the knob ever breaks, they are a very easy replacement at Radio Shack. The only weak point is the somewhat thin Mid Cut toggle switch. Given that it is between three knobs, I think it would be hard to break this switch - but it is a little lighter weight than I would like.The pedal comes with a 9 Volt battery. It also has a standard 9V power jack on the side, to use an AC adapter or large rechargeable battery pack.This is not a high end pedal, at this price point, nobody should ever expect that. But darn it, this is one amazingly nice pedal when I consider price. Well worth the investment.The GateShop provided me with a sample of this pedal for review.",4.0,Really Nice For the Price,1342569600,"07 18, 2012"
A3EYCAYIIBDXUF,B000W00X1Y,"C. Ruud ""cruud""","[5, 5]","The VT999 Vintage Tube Monster has quite quickly become my go-to overdrive pedal, surpassing other OD pedals I've used, including the Digitech Bad Monkey, the Ibanez TS9 Tubescreamer, the Boss SD-1 Super Overdrive, and remarkably, the Fulltone Fulldrive 2 MOSFET.The VT999 has several things going for it --- Tweakable EQ (High/Mid/Low) which allows you to run a full spectrum, from muddy, dirty low OD sounds, even from a single coil, to bright, screaming lead tones with high mids or highs.- Noise gate which can not only eliminate single coil hum but can also be used to ""squeeze"" the tone for some interesting effects- Wide range gain that gets dirty around 9 o'clock and full-on distortion when crankedNow, for full disclosure sake, I did change out the tube to a JJ Tesla 12AX7, but most people who know tubes will tell you that really, tubes are often hit-or-miss, simply on account of them being analog, heater-based elements. That's part of the fun of tube-based OD. I have played a VT999 that had a great sounding overdrive, but mine didn't have that sound until I put in a new tube. Try it out with the stock tube, and go to a different tube if you don't like it. At least try a new tube before giving up.There are two things that I don't like about the VT999, and I can tell you -- both gripes have nothing to do with sound or tone. This pedal got it 100% right with tone after a tube switch. The 2 issues are:- The housing is huge, and if you look inside, it seems like a waste of space. There's a lot of open space with nothing there, and while I can concede that tubes heat up and need space to dissipate heat, it's a bit overboard.- Compared to the Fulldrive, the lack of a boost switch is really a miss. Especially given the large enclosure, it would make perfect sense to move the 5 knobs to the top half of the pedal and put a boost switch on the right hand side. That'd take little effort, and given the independent power of this pedal, would be a piece of cake to achieve. Heck, I could probably do it myself, but I don't want to ruin the good sound this produces.Bottom line, I understand that on a pedalboard, real estate is everything. This takes up at least the space of 2 pedals. Is it worth it? To me, it is. I run 2 OD pedals on my 2-row board, and I can honestly say, in the last 10 gigs, I have never gone to the other OD. It's been the Vintage Tube Monster every time.",4.0,VT999 a Solid Score from Behringer,1349308800,"10 4, 2012"
A3EYCAYIIBDXUF,B005FKF3L6,"C. Ruud ""cruud""","[0, 0]","These end pins are so simple and logical that I'm surprised it's taken the design process this long to get to this point. I used to use Schaller straplocks but they're not compatible with all straps. If the end leather/material is too thick, the lock won't fit. I enjoy the elliptical endpin design, as it helps me feel confident the strap will stay on, but I can easily remove the strap or use another on the guitar. I highly recommend you try this out if you're looking for a great way to keep your strap secured.",5.0,Great alternative to strap locks,1386201600,"12 5, 2013"
A3F1GM7ZAZD1SW,B003U3LUOY,jmhr,"[0, 0]","I wasn't sure what to expect, and the foam rubber was a bit of a let down, especially when I took it from the plastic. Very strong fumes, not too pleasant, but they dissipated in the basement overnight.Because of the fumes I was a little concerned about what the material might do to a wood finish.  I was happy to see that there was no apparent smudging or marking after two hours.  I wouldn't leave it on anything ""finished"" for longer than that because this type of foam doesn't last forever and as it breaks down the residue can be hard to remove.  For now, it's great.It comes with a black nylon, sort of mesh tube shaped bag, good for putting it away or traveling.  For now I will just leave it as flat is possible so it doesn't curl so much.  For the size and utility, the price (which goes up and down) seems reasonable.",4.0,"Foam is foam, but it's still pretty useful.",1387324800,"12 18, 2013"
A3F49ZMUC1GSRP,B000RNB720,Brian,"[1, 1]",This seems like a good product. It is working well for me and the chord is super long which is great. Too long is better than too short!!,5.0,YAY!! No more batteries!!,1358812800,"01 22, 2013"
A3FQ9WYUHG9CD,B001L8KE06,"DMGenest | ""Genet""","[0, 0]","I will start with saying this is NOT a Class 1 Tube amp; meaning ALL tube in the pre-ampAND the amplifier sections. I will also say that if you can find one used - buy it. It is awonderful practice amp and can also serve well as a studio amp or a small gig amp. Ipurchased this amp about 2 years ago and love it.The Super Champ XD is considered a 'hybrid' amp. It uses solid state circuits and tubesto bring you your hybrid 15 watts of sound.  The power amp is all tube and the preampis solid state and tube. I am not real technical when it come to amps but can tell youthis amp has had some detractors and a lot of fans mainly because it is a hybrid. Thereis definitely plenty of opinions out there on the web.This amp has two channels; one clean Classic 'Blackface' tone channel and one channelthat uses digital signal processing to dial in 16 effects and 16 different amplifier voices.You can purchase a foot switch for about $25 that enable you switch between channelone and channel two.The amp also has a 1/4"" Speaker Out so you can connect an external speaker box if youso choose to increase your decibels with a bigger speaker. There is also a 1/4"" Line Outto connect recording or sound reinforcement equipment. Unfortunately, there is not aHeadphone Output or Effects Loop.The amplifier use three tubes: 1x 12AX7 and 2x 6V6s. It's speaker is a 10 inch, 8ohm'Special Design' Fender. If you want to get louder, fuller and cleaner you could replacethe stock speaker with a Eminence 'Rajin Cajun'. You can also just break in the stockspeaker and see what you think. Some players are comfortable with the stock speaker.With regard to tubes and speakers there are plenty of forums out there that talk about themods they use and the subsequent results from those mods. This is an amp you can easilymod and after a few years there have been plenty of people doing just that.I will say that the clean channel is very nice whether I play through my Gibsons or myFender Tele. I very much enjoy the clean Blackface sound of the amp. It will breakupwhen you dial up to about 4 or 5 on the Master.The Digital Voicing Processor(DSP), from what I read from more experienced players, arepretty darn close to the original. Voices like, Tweed, British (Think Vox jangle), FenderHot Rod, Metal, an Acoustic 'super clean' tone optimized for finger picking. There is alsoa clean Jazz tone that has the 'character of the Fender Jazz King amplifier'. Again, I amnot that experienced with all of these tones but many players have positivecomments about the digital voices.With regard to the Effects (Vibratone, Delay, Reverb, Chorus, and Tremolo) the opinionsout there is that they are serviceable but not authentic. It is often recommended to buya pedal specific for the effect you are looking for if you want 'authentic'.If you want or need  a highly versatile voice channel with a wonderful clean channel thisis the amp. It  weighs only 25 pounds (10.9kg) so it's portability is very good. This ampwas a wonderful deal at $300 when I originally bought it in 2011. It is still a good dealtoday - if you can find one used.",5.0,Great Little Amp:  Fender Super Champ XD,1376870400,"08 19, 2013"
A3FUKVX3B48315,B0025PM6DM,Ken Blevins,"[0, 0]",They work and are fender parts. Even thoigh they work on many brands. Use them on all makes and no complaints todate.,5.0,inventory items,1372032000,"06 24, 2013"
A3G6P4SJ8SYH9F,B00646MZHK,Donald,"[0, 0]",Very good for a quick tune up. Might be a little to tight for checking intonation. Very fast readout and fast on off.,4.0,Easy to use.,1377216000,"08 23, 2013"
A3G9836LYVXE7A,B0027842S4,Melodie S.,"[0, 0]",This was so perfect that we bought 2 more of them for our music at home!,5.0,Music stand,1404172800,"07 1, 2014"
A3GA66OGQOI3EZ,B0018TG8HQ,BAT,"[0, 0]",I'm enjoying it.  I actually bought it keep my amp off the floor but I also like that it puts the amp at an angle pointing upwards.  It's supporting my 50 pound amp easily and hasn't tilted back or fallen over.  I'm glad I bought it and would buy from the company again.  Thank You.,5.0,musician's gear deluxe amp stand,1380672000,"10 2, 2013"
A3GOS8Y7DV0E4X,B000RYE5Y6,Ed Figueroa,"[0, 0]",XLR cables are hard to mess up...these are great. They do the trick. Why bother making your own cables when you can buy them already made this cheap?,5.0,Great quality,1396828800,"04 7, 2014"
A3GOS8Y7DV0E4X,B001MSS6CS,Ed Figueroa,"[0, 0]","Great quality. I bought this at the same time as another 7.1 HD USB sound card, but that one break. This one has lasted. My only complaint is that even with the sound all the way down to 1, it is still fairly loud and I end up turning down the volume in whatever app I'm using.",4.0,Too Loud,1396828800,"04 7, 2014"
A3GSQE0LXPG9YF,B0018TIADQ,Sean Serritella,"[0, 0]",I use this stand to put my acoustic guitar on it. A day doesn't go by where the stand is not in use.,5.0,I use this stand,1374364800,"07 21, 2013"
A3GTUNDBLPC00I,B0016ZZKJO,Knoxville AV guy,"[1, 1]","Warm analog delay very natural sound, not sterile at all very ez to use, no harsh digital BS, I like this way better than the BOSS. Plus is is MXR and built like a tank to last a lifetime",5.0,Best sounding delay I have ever used,1336694400,"05 11, 2012"
A3HCK3UXD6WS4G,B001GH4H3W,Carlos & Gloria Guerra,"[0, 0]",This is a good product. The construction is pretty good. It will give you a variety of bass tones. You have to buy a 1/8 trs to a 1/4 ts adaptor to line out to your amp or sound system.,5.0,Good product,1384905600,"11 20, 2013"
A3HKWOC783B7PL,B003NJF1G8,Darren,"[10, 10]","I only have a low-cost Mahala ukulele so I wasn't expecting much of an improvement when I replaced the stock Nylon strings, (after watching several Youtube videos showing me how to do it). I was wrong. These strings sound much better - the sound is much brighter and &#34;cleaner&#34; than the nylon strings my ukulele was supplied with when new. The Aquila strings took about 30 minutes of continuous playing and stretching until they settled and now they stay tuned for long periods. My ukulele now sounds wonderful for such a cheap instrument and is limited only by my clumsy fingers. I would definitely recommend these strings to any uke player looking to replace their stock nylon strings with something better.",5.0,"Sound great, and are durable.",1376179200,"08 11, 2013"
A3HKX5UIDJ403N,B0037ME50Y,auyanetjl,"[0, 0]",Planet waves knows hot to make great quality and economic stuff. All of the cables in my pedalboard are planet waves,5.0,Great as always,1380240000,"09 27, 2013"
A3I23DPVLDXAB2,B004ZKIHVU,Dave,"[0, 0]","This Power-Grip Pedalboard Mounting Tape is VELCRO ON STEROIDS!!!  This product makes your pedals SUPER SECURE.  The tape backing is first rate heavy adhesive and the gripping &#34;teeth&#34; would make The &#34;JAWS&#34; shark envious.Word of advice;  Make sure you have your pedals arranged the exact way that you want them before you start mounting them to the board. Once down you can pretty much count on an ALMOST PERMENT MOUNTING.And a hint;  Some pedals (like Behringer) have a rubber bottom. Remove these rubber &#34;non-skid&#34; plates because they come off too easily.Also; AMAZON sells &#34;couplers&#34;.  These take less room  and cut down on the clutter.As a matter of fact, AMAZON sells EVERY THING YOU NEED to put together a Pro Board.",5.0,Forget the rest,1393372800,"02 26, 2014"
A3I49HMI4LV6HU,B0018TIAA4,medialint,"[1, 1]","Firstly let me address the &#34;adjustable backrest&#34;. There's nothing adjustable about the backrest. The seat moves forward and backward about two inches which actually is a considerable difference in how it feels leaning back against the backrest but the backrest itself doesn't move, the seat does. It also does not adjust up and down as you would think an &#34;adjustable&#34; backrest should. The backrest cushion actually has a hard stop top that prevents this. But the seat does adjust slightly forward and back (presumably this is the purported backrest adjustment the description repeatedly asserts) and it does adjust up and down over quite a range so adjusting for height should not be a problem. The footrest, however, is welded in place so if you plan to use the footrest you're again limited to where you can put the seat in height range.All this aside I am still giving the stool high marks because it's a fair price, it does fold down with some extra dis-assembly for transport to venues and I find it works well for me. But for how it works for me you should know: I wanted this initially to play sitting down without a strap. I found that no matter how I adjusted the stool that I was just not comfortable with how the guitar rested and so I use it now exclusively with a strap. In this way however it's actually really nice because I can use the footrest or not at will and I can also stand up, walk around and then sit back down at will. Without the strap, though, my playing dexterity is compromised by slight balancing required to keep the guitar from smashing to the floor (at least in my mind's eye).If you want a stool that folds up and goes with you this is not that stool. You do need to loosen the screws and take the seat post out and remove the backrest. Then you're left with several pieces to schlep. Not difficult but it would be tedious to do this every day.Overall though I am very happy with the way this stool feels. No more couch and kitchen chairs for me.",4.0,"May take some getting used to and not as adjustable as it may seem in the description, but a good comfortable stool",1389312000,"01 10, 2014"
A3I9IGMS9GHW8J,B004XNK7AI,James E. Perkins,"[0, 0]",It's a pretty cool little gizmo. The clip on feature is really helpful too; makes me wonder what I did before I had one.,5.0,seems pretty accurate - a must for strong players,1369353600,"05 24, 2013"
A3ITN3125FJETP,B001OLZYUU,Tachyon,"[0, 0]",Great polishing cloth. Not much to say here other than it works and works well. Removes all the fingerprints and polishes my baby up like new after each practice or gig. Can't go wrong.,5.0,Clean and Shiny,1396828800,"04 7, 2014"
A3ITN3125FJETP,B003AYNHGW,Tachyon,"[0, 0]","I purchased these to replace the springs on my USA Standard Stratocaster.  These hold a lot more tension than the modern style black springs.  Holds your Trem solidly in place and reduces travel during bends.  Using 10's on my Strat, 3 springs was sufficient, if you want to hard tail it, just drop all 5 in. Great product.",5.0,Spring Sprung,1403827200,"06 27, 2014"
A3IURSDK689G7M,B005VLWHP4,J. Parks Hammond,"[0, 0]","Good quick change capo, strong enough so far",5.0,Good Capo,1404864000,"07 9, 2014"
A3J7KKG9O7KAZM,B002X8Y4SQ,"R. Johnson ""Brewer, Instigator, Patriot""","[0, 0]",I was initially wary of this as the cost was relatively low compared to other pedals however when I set it up and plugged it in I was truly amazed.  I now know what I was missing all those years of not having one.,5.0,Good Pedal,1363219200,"03 14, 2013"
A3K96R872MUM3D,B000PO30QM,chris araza,"[0, 0]","highly recommend to everyone. this is a good quality cable and never have any issues whatsoever, highly recommend to everyone.",4.0,Nice,1401753600,"06 3, 2014"
A3K96R872MUM3D,B001PGXHX0,chris araza,"[0, 0]",i bought 10 pack of this and i'm still using one so far and is still good. nice quality and good price too.,4.0,Cool!,1401753600,"06 3, 2014"
A3KBFCPNQ58YK4,B000T4PJC6,Sam,"[0, 1]","If you need a tube screamer. You can't go wrong with the TS9. The only reason why you shouldn't get it, is if it isn't the right tone for you. I say this because you can't say anything bad about this pedal. It sounds amazing. It just might not be your sound. I personally went with the TS808 because it compliments my amp better than the TS9. People who say this is better than the TS808 or vice versa are choosing the wrong wording. They prefer it. It's not better. Both are great.",5.0,Tone is subjective,1392940800,"02 21, 2014"
A3KBFCPNQ58YK4,B004TQJ174,Sam,"[0, 0]","If you are looking to spend not too much on a distortion pedal, in my opinion this is the one to get. There are a few more different models and brands that are good. But, i could use this pedal no matter what style of music i'm playing and not feel like i have to sell it if i start a new project.",4.0,Best under $100,1392940800,"02 21, 2014"
A3KBFCPNQ58YK4,B00EIMZG46,Sam,"[1, 4]",I personally went with the pitch black pedal tuner. The reason why is the LED lights on these guys are small and harder to see onstage. The pitch black is nice and bold and bright. One reason why i almost got this thought is the ability to tune all strings at the same time. So its a give and take issue.,3.0,This or the Pitch Black,1392940800,"02 21, 2014"
A3KF2K1ZMAZSX4,B001D2TPZU,Terry Schoenberger,"[0, 0]","This cup holder clamps on easily and really holds your drink so you dont have to worry about it. The insert part is made out of thick material so it will smash down when you pack it up. You dont really notice the name on both sides at gigs, just a cold beer in front of you thats always in the same place! I love it.",5.0,Works great,1388793600,"01 4, 2014"
A3KF2K1ZMAZSX4,B002PAW6EG,Terry Schoenberger,"[0, 0]","This is what it shows, a simple small mic stand that dont fall over. Good for table top, cajon hole by floor or recording.Its well made and works well.",5.0,Great stand,1388793600,"01 4, 2014"
A3KIOG0NDTJ32D,B001REJX1U,Writer365,"[0, 0]","Believe it or not, I've yet to use this screen. I was short a shock mount for one of my Cad condensers. I've yet to use that mic again. Go figure. But I love the way screen and mount look? I know. So esoteric. But I'm still giving it 5 stars. Thanks again Amazon.",5.0,Excellent.,1389657600,"01 14, 2014"
A3KKTTJACRWL16,B005FKF1PY,Scott,"[0, 0]",Very cool little product for those of us who cannot tune by ear yet and don't want to wander around looking for our tuner that we can never find.,5.0,Very cool,1394236800,"03 8, 2014"
A3KX8SVSUCSHKU,B00J4TBMVO,john,"[0, 0]",Great product with nice feel and tone. I'm only sorry I pre-ordered only two sets at $12.49. The average price now is $15 and over. I'll bite the bullet and order more after I wear these two sets out. Hopefully improved availability will lower the price by the time I need new strings. These are durable and long lasting. Recommeded.,5.0,Excellent strings - used on my Taylor,1403740800,"06 26, 2014"
A3KZ3Y88P6CAMA,B007TGWQZ0,drummerboy,"[0, 0]","I bought this in order to have one in my 12 string guitar case. I like to keep a capo in each of my guitar cases. It works okay for 6 string guitars, but not even okay for 12 string guitars, plus the spring, became loose. You get what you pay for in this case.",3.0,Use only on 6 string guitars,1375228800,"07 31, 2013"
A3KZEGBTPH6MMF,B00BU9KCXK,"Lucy Cat ""Mandy""","[0, 0]","Just barely gets the job done...I have a Fender Jazz Bass Standard.  The shape of the body of the guitar does not fit the arms of this stand and it forces you to position it very carefully to avoid the stand collapsing.  It is very low quality, not particularly sturdy and my cords get wrapped around it constantly.  Its JUST good enough, but if my room were larger and my guitar out in the open, I would be constantly worried about it falling over.  I will definitely be replacing this with a better quality stand in the near future.",3.0,Get something nicer!,1383609600,"11 5, 2013"
A3LBEIXA1JL28I,B00AZUAORE,Bryan Croad,"[0, 0]","Wow, for the size, this is amazing.  Plenty of time and does everything you want from a looper.  Nothing else to say it's great, if you're in the market for one, get it.",5.0,Great!,1400889600,"05 24, 2014"
A3M1PLEYNDEYO8,B00IZCSW3M,"G. Thomas ""Tom""","[1, 1]","I've been using Ernie Balls cobalt slinky light gauge because I like the feel.  I got these from the Vine, and wow, they are awesome.  They cost no more than the strings I normally get, but the tone and feel is totally different.  I can't comment on how long they'll last or keep in tune..but for now, I'm impressed.  I'll probably keep using these on my Santana PRS for awhile since I like the sound.  Every once in awhile, I'll step outside of my box...I mean.. I know the strings that I like and I tend to stick with them.  I use d'addario on my acoustic guitars, and ernie balls on my electrics..except for my strat..I like fender bullets on it.  So the sample from the Vine...sorta of nudged me..and I'm the better for it.",5.0,Awesome Tone,1399248000,"05 5, 2014"
A3M1PLEYNDEYO8,B00JBIVXGC,"G. Thomas ""Tom""","[0, 0]","True to phosphor bronze these strings have a mellow and full sound.  You still get finger noise as you slide your fingers when setting up for the next chord, but the noise is somewhat less. I have used other Elixir nonweb coated strings and these strings are in par with them.  I can't speak to the string life.  The boast of these strings is that will last 3 to 5 times longer, and if that is the case, I will run out of time to submit my feedback.  So far now, they sound great, feel great...and if they don't last as long as the other Elixirs, you'll still come out ahead since they shouldn't cost any more.",5.0,"they sound great, feel great",1404172800,"07 1, 2014"
A3M4FU3WQWJHMP,B001AH83UG,Joehorse,"[0, 0]","Super, Excellent for dimly lighted rooms.............serves it's purpose really well and I plan to keep one of these handy from now on. Thanks for good quality products at a fair price.",5.0,Perfect.....well.........Nearly Perfect !,1368230400,"05 11, 2013"
A3MJARDJ31M698,B00178JDCK,"S. Thompson ""Nothing""","[0, 17]","Up date from February 08 2011 Wow look at all of Them that did Not find My review helpful I should have up dated much sooner,Not that I care because I tell the truth and do good to please Myself Not a bunch of fools. The first time I turned It on It was exactly the Sound I was looking for Shimmer and Space verb.Okay I Am apologizing for ordering the last one I guess I take the easiest way of ordering but If It makes You feel better It put Me farther In financial problems but If You look on some search there are some still left. Behringer needs to look at what The Customers Is buying and make more of them. If Your buying this Reverb Machine then You must be wanting It for Its Ducking also called Shimmer and Space verb If Not then there are cheaper Reverbs as Danelectro as FAB Echo which Is a nice Sounding older type slap reverbs Sound and there Is the more expensive Line 6 Verbzilla, and Someone wrote Me and said Boss has or did have this effect there are Internet videos showing this effect. My Digitech GSP 2101 quit working right It has Ducking Shimmer which Digitech calls String Swell which Is a Violin type Sound and They call Space verb Giga verb and I made the mistake of buying the Behringer Slow Motion 200 thinking String or Volume Swell was Shimmer then If found what I was looking for on Internet video I hope. I had already Wrote some Songs using My Digitech GSP 2101 and started having dreams about having this Sound effect again and just had to have It.How well this Behringer RV600 performs and Sounds I have Not received It yet to know but If possible I will do an up date but I have a Behringer EP2500 Power Amplifier that still works good which I even used as part of a Rife, Doug coil machine but the EP4000 would be better for that use Also the fan runs all the time.",4.0,Still Some More Left,1269734400,"03 28, 2010"
A3MMISYL1GBXH4,B000RXPN02,D.T.,"[0, 0]",Surprisingly this cloth is both soft and durable.  Works well with polish on natural wood instruments.  I plan to get another one for my laptop computer because of it's cling quality to dust.,5.0,Amazing cloth!,1387238400,"12 17, 2013"
A3MMISYL1GBXH4,B005FKF1PY,D.T.,"[0, 0]","I have both this tuner and a Snark for each of my instruments.  Though I am not a professional musician, I find each them to be of equal accuracy.  In fact, the D'Addario's compact size and fit is totally un-noticeable and though its screen is micro in size, it is very clear and viewable denoting flat/sharp notation.  A great choice for the price.",5.0,Surprisingly accurate!,1395273600,"03 20, 2014"
A3MONHA5DCPPLZ,B003VWJ2K8,3rdtimer,"[0, 0]",It works but shut it down as soon as you are finished tuning up. It eats batteries like nothing this size I have ever seen. The swivel ball socket broke and I had to glue the arm into the remaining socket. Hmmm.,3.0,Eats batteries.,1390003200,"01 18, 2014"
A3MPMALWL0ERCA,B003B01QR2,"Walter S. Early ""earlyfam""","[1, 2]","These picks do have a nice grip, but they deaden the sustain on the guitar considerably. They just aren't quite my cup of tea.",3.0,Not quite my cup of tea.,1374537600,"07 23, 2013"
A3MRBUCGH66JTY,B002IC1D5E,"K. Andrews ""Permanent tourist""","[3, 4]","I have an Epiphone Les Paul and this stand does not hold it at all.  The holders are too far apart to keep the guitar from sliding through onto the floor.  Maybe it's a decent stand for an acoustic or a fatter electric.  But given that Les Paul is a pretty popular model of guitar, this should not be sold as an electric guitar stand.  I'm rating it for what it is sold as, and for that, it gets 1 star, and only because since there is no zero.",1.0,Does not fit my electric guitar at all,1334793600,"04 19, 2012"
A3MZWM75KSM1P6,B000VTPR08,"Paul 1946 ""Paul46""","[0, 0]",I was very happy to get this bag and the quality is excellent!.  I have a Seagull S6 Dreadnought and it fits in this bag like a glove.  The zippers are also very high quality and this bag will last a long time. Another great quality of this bag is the insulation factor. I had to travel in some very cold weather to a friends home and I fully expected to have to retune my guitar... not so... it was still in tune and the cold had no effect during transport due to the insulation of this bag.,5.0,High Quality Gig Bag,1356393600,"12 25, 2012"
A3N7Y9QXT9LS9C,B0015RIN6U,Ethan Paulson,"[0, 0]","The best tuner for your board in my opinion! Great display, easy to view/read, and a simple click on and off that isn't noisy. Since it is true bypass the pedal turns off when it is not engaged, which is a great feature since the battery will not drain while not in use even when things are plugged into it. Silent on/off, and I have two of them. Recommend this to anybody looking for a tuner for their rig.",5.0,Best tuner for anyone's rig,1384905600,"11 20, 2013"
A3N7Y9QXT9LS9C,B004ZKIHVU,Ethan Paulson,"[0, 1]","I love this tape for multiple reasons, one because when it's on, it's on and not going to come off with bumps or gigging hard or what not, but at the same time if you would need to reassemble your board and want to move pedals around, you can take it off. It won't be easy, but if you get some leverage on it with a flathead or something you can wedge it off. I was able to get everything off my older board, and it came off so clean I was actually able to sell it! So this is some good stuff! Be prepared to buy a few rolls though for an entire board of pedals, as it hooks to itself so you'll go through it pretty quickly.",5.0,"Grips well, great 'more permanent' alternative to velcro",1403827200,"06 27, 2014"
A3N93PUHEMQU34,B004OU2IQG,"L. Su ""Flying train""","[3, 3]",,5.0,To make you sound like a pro,1388102400,"12 27, 2013"
A3NRNJN4GAQ2V6,B001JI2KHS,RICHARD A DINSMORE,"[0, 0]","Good quality, well made. Its a simple cable, what can be said. It was a good deal, did the job.",5.0,"It's a cable , what can you say?",1398038400,"04 21, 2014"
A3NRNJN4GAQ2V6,B005DVF15A,RICHARD A DINSMORE,"[0, 0]","Cool design, makes a big difference in you audio. Even careful hand tightening will break the thumbscrew. Screw is actually two pieces (wtf?) of worlds crappiest pot metal.  Supposedly a new tightener design is on the way.",3.0,"Built like a tank, great mount with a .02 cent thumbscrew that breaks easily.",1394323200,"03 9, 2014"
A3P2J1W1RBUX6Q,B0027M30Z6,Tommy B,"[32, 39]","In my opinion...This is the best amp in this category. I know people who have the Marshall and the Fender. I plugged into my little HoneyTone and I had the best sounding micro amp hands down. They were both amazed with the sound. They said ""well mine was only $45 and ""mine was only $40."" Too bad so sad for them. I told them mine was $20. Since it doesn't say Marshall or Fender, I only had to pay 1/2 for a better sounding amp. If you are looking for an amp with 1 or 2 watts, and know what to expect from a micro, this amp does not disappoint",5.0,Can't go wrong with this one,1297296000,"02 10, 2011"
A3PGVJF37JSHFO,B007TGWQZ0,MysticJaguar,"[0, 0]",This works fine on a standard guitar.  No issues whatever.  I see other reviewers having issues.  Not sure if that's from rough handling.  But for casual use this one is completely fine.,4.0,Works just fine.,1391731200,"02 7, 2014"
